run,condition,avg_dc,avg_ic,avg_total_dc,avg_total_ic,avg_total_c,avg_perc_junk1,avg_perc_junk2,final_dc,final_ic,final_total_dc,final_total_ic,final_total_c,final_perc_junk1,final_perc_junk2,init_dc,init_ic,init_total_dc,init_total_ic,init_perc_junk1,init_perc_junk2
525.00,5.00,15063714.03,637446.73,146405243.14,175110232.89,321515476.03,54.48,54.10,11193597.72,-4809007.26,152821032.64,183327474.29,336148506.93,50.00,50.00,22158478.86,8183697.25,154966130.48,184604066.04,97.00,93.00
526.00,5.00,14563067.24,44211.31,146307299.87,175051944.83,321359244.70,54.48,54.10,10942876.35,-5106096.54,152771983.15,183298283.93,336070267.08,50.00,50.00,21506603.30,7411265.12,154838601.80,184528171.10,97.00,93.00
527.00,5.00,15316823.22,937365.43,146454759.77,175139701.25,321594461.02,54.48,54.10,12163053.67,-3660262.04,153010690.68,183440343.68,336451034.36,50.00,50.00,21740609.91,7688548.45,154884381.33,184555415.44,97.00,93.00
528.00,5.00,13982826.36,-643338.17,146193785.33,174984390.00,321178175.33,54.48,54.10,9104252.99,-7284751.26,152412286.87,183084221.29,335496508.16,50.00,50.00,22459344.50,8540204.39,155024989.88,184639094.47,97.00,93.00
529.00,5.00,13772697.98,-892327.28,146152677.18,174959925.70,321112602.88,54.48,54.10,10324430.31,-5838916.76,152650994.40,183226281.04,335877275.44,50.00,50.00,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
530.00,5.00,12540581.54,-2352308.88,145911633.96,174816475.93,320728109.89,54.48,54.10,9538836.69,-6769796.51,152497305.99,183134817.92,335632123.91,50.00,50.00,19450688.09,4975133.03,154436395.96,184288810.15,97.00,93.00
531.00,5.00,12873284.82,-1958076.13,145976721.85,174855211.07,320831932.92,54.48,54.10,9120967.75,-7264945.31,152415556.83,183086167.32,335501724.15,50.00,50.00,21155593.39,6995340.13,154769932.51,184487304.60,97.00,93.00
532.00,5.00,13631816.45,-1059263.16,146125116.04,174943523.50,321068639.54,54.48,54.10,10692154.98,-5403185.82,152722933.66,183269093.57,335992027.23,50.00,50.00,20470288.32,6183296.10,154635863.89,184407517.61,97.00,93.00
533.00,5.00,12570827.29,-2316469.54,145917551.04,174819997.31,320737548.35,54.48,54.10,9806272.82,-6452901.28,152549625.45,183165954.30,335715579.75,50.00,50.00,18965960.11,4400760.42,154341566.94,184232375.45,97.00,93.00
534.00,5.00,13658082.49,-1028139.52,146130254.55,174946581.53,321076836.08,54.48,54.10,10541722.16,-5581439.39,152693503.96,183251579.36,335945083.32,50.00,50.00,20219566.95,5886206.82,154586814.40,184378327.25,97.00,93.00
535.00,5.00,14494616.33,-36898.78,146293908.58,175043975.40,321337883.98,54.48,54.10,10825873.05,-5244738.20,152749093.39,183284661.76,336033755.15,50.00,50.00,21941187.01,7926219.88,154923620.92,184578767.72,97.00,93.00
536.00,5.00,14182607.51,-406609.89,146232869.21,175007649.62,321240518.83,54.48,54.10,10608581.19,-5502215.58,152706583.83,183259363.45,335965947.28,50.00,50.00,22542918.29,8639234.15,155041339.71,184648824.59,97.00,93.00
537.00,5.00,13542671.07,-1164894.91,146107676.22,174933144.70,321040820.92,54.48,54.10,10775728.77,-5304156.06,152739283.49,183278823.69,336018107.18,50.00,50.00,20152707.92,5806983.01,154573734.54,184370543.16,97.00,93.00
538.00,5.00,13065106.56,-1730779.25,146014248.61,174877544.02,320891792.63,54.48,54.10,9572266.21,-6730184.60,152503845.92,183138709.96,335642555.88,50.00,50.00,20955016.30,6757668.71,154730692.92,184463952.31,97.00,93.00
539.00,5.00,12705341.30,-2157078.79,145943866.48,174835658.17,320779524.65,54.48,54.10,9070823.47,-7324363.16,152405746.93,183080329.24,335486076.17,50.00,50.00,19383829.06,4895909.22,154423316.09,184281026.05,97.00,93.00
540.00,5.00,13826026.01,-829136.86,146163109.93,174966134.44,321129244.37,54.48,54.10,10107138.46,-6096394.14,152608484.84,183200982.73,335809467.57,50.00,50.00,21138878.63,6975534.18,154766662.54,184485358.57,97.00,93.00
541.00,5.00,14277324.48,-294376.16,146251399.02,175018677.09,321270076.11,54.48,54.10,11327315.78,-4650559.64,152847192.37,183343042.48,336190234.85,50.00,50.00,21389600.00,7272623.46,154815712.04,184514548.93,97.00,93.00
542.00,5.00,12611420.28,-2268369.37,145925492.38,174824723.36,320750215.74,54.48,54.10,8886961.14,-7542228.64,152369777.30,183058922.98,335428700.28,50.00,50.00,19316970.03,4816685.41,154410236.23,184273241.96,97.00,93.00
543.00,5.00,13800555.91,-859317.36,146158127.12,174963169.07,321121296.19,54.48,54.10,10541722.16,-5581439.39,152693503.96,183251579.36,335945083.32,50.00,50.00,20553862.11,6282325.86,154652213.73,184417247.73,97.00,93.00
544.00,5.00,13322195.46,-1426144.84,146064543.80,174907475.72,320972019.52,54.48,54.10,9405118.63,-6928244.12,152471146.26,183119249.72,335590395.98,50.00,50.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
545.00,5.00,13719369.94,-955517.70,146142244.43,174953716.96,321095961.39,54.48,54.10,10993020.62,-5046678.68,152781793.05,183304122.00,336085915.05,50.00,50.00,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
546.00,5.00,12667932.08,-2201406.39,145936547.98,174831302.78,320767850.76,54.48,54.10,10090423.70,-6116200.09,152605214.87,183199036.71,335804251.58,50.00,50.00,19768268.49,5351446.12,154498525.31,184325784.60,97.00,93.00
547.00,5.00,13883333.75,-761230.74,146174321.24,174972806.52,321147127.76,54.48,54.10,10357859.83,-5799304.86,152657534.33,183230173.09,335887707.42,50.00,50.00,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
548.00,5.00,13578488.41,-1122453.58,146114683.29,174937314.75,321051998.04,54.48,54.10,9605695.72,-6690572.70,152510385.85,183142602.01,335652987.86,50.00,50.00,21088734.36,6916116.32,154756852.64,184479520.50,97.00,93.00
549.00,5.00,12336024.74,-2594696.01,145871615.80,174792660.30,320664276.10,54.48,54.10,8836816.86,-7601646.49,152359967.41,183053084.91,335413052.32,50.00,50.00,19601120.91,5153386.60,154465825.65,184306324.36,97.00,93.00
550.00,5.00,14544760.60,22519.07,146303718.48,175049813.47,321353531.95,54.48,54.10,11076594.41,-4947648.92,152798142.88,183313852.12,336111995.00,50.00,50.00,22559633.05,8659040.10,155044609.67,184650770.61,97.00,93.00
551.00,5.00,12402087.83,-2516415.34,145884539.95,174800351.73,320684891.68,54.48,54.10,9254685.81,-7106497.69,152441716.56,183101735.51,335543452.07,50.00,50.00,19517547.12,5054356.84,154449475.82,184296594.24,97.00,93.00
552.00,5.00,13327767.04,-1419542.86,146065633.79,174908124.39,320973758.18,54.48,54.10,10424718.86,-5720081.05,152670614.20,183237957.19,335908571.39,50.00,50.00,20487003.08,6203102.05,154639133.86,184409463.64,97.00,93.00
553.00,5.00,12828712.13,-2010892.00,145968001.94,174850021.68,320818023.62,54.48,54.10,10642010.71,-5462603.68,152713123.76,183263255.50,335976379.26,50.00,50.00,18899101.08,4321536.61,154328487.07,184224591.36,97.00,93.00
554.00,5.00,13209171.86,-1560070.80,146042432.60,174894316.89,320936749.49,54.48,54.10,9956705.64,-6274647.71,152579055.14,183183468.52,335762523.66,50.00,50.00,19400543.82,4915715.17,154426586.06,184282972.08,97.00,93.00
555.00,5.00,13143904.71,-1637408.33,146029664.16,174886718.13,320916382.29,54.48,54.10,10842587.80,-5224932.25,152752363.35,183286607.79,336038971.14,50.00,50.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
556.00,5.00,13537895.43,-1170553.75,146106741.94,174932588.70,321039330.64,54.48,54.10,10190712.25,-5997364.38,152624834.67,183210712.85,335835547.52,50.00,50.00,20553862.11,6282325.86,154652213.73,184417247.73,97.00,93.00
557.00,5.00,13102515.78,-1686451.64,146021567.11,174881899.40,320903466.51,54.48,54.10,9622410.48,-6670766.75,152513655.82,183144548.04,335658203.86,50.00,50.00,19851842.28,5450475.88,154514875.14,184335514.72,97.00,93.00
558.00,5.00,12093262.78,-2882353.89,145824123.43,174764396.62,320588520.05,54.48,54.10,8402233.16,-8116601.24,152274948.28,183002488.28,335277436.56,50.00,50.00,18564805.93,3925417.57,154263087.75,184185670.88,97.00,93.00
559.00,5.00,13519588.79,-1192245.98,146103160.55,174930457.34,321033617.89,54.48,54.10,9705984.27,-6571736.99,152530005.65,183154278.16,335684283.81,50.00,50.00,20787868.72,6559609.19,154697993.25,184444492.07,97.00,93.00
560.00,5.00,13291949.70,-1461984.19,146058626.72,174903954.34,320962581.06,54.48,54.10,9405118.63,-6928244.12,152471146.26,183119249.72,335590395.98,50.00,50.00,21356170.48,7233011.56,154809172.10,184510656.88,97.00,93.00
561.00,5.00,14513718.91,-14263.41,146297645.68,175046199.43,321343845.11,54.48,54.10,11678325.70,-4234634.65,152915861.66,183383908.99,336299770.65,50.00,50.00,21957901.77,7946025.83,154926890.89,184580713.75,97.00,93.00
562.00,5.00,15517400.32,1175036.85,146493999.37,175163053.54,321657052.91,54.48,54.10,12213197.95,-3600844.19,153020500.58,183446181.76,336466682.34,50.00,50.00,22927357.72,9094771.04,155116548.93,184693583.14,97.00,93.00
563.00,5.00,13940641.50,-693324.62,146185532.55,174979478.61,321165011.16,54.48,54.10,10775728.77,-5304156.06,152739283.49,183278823.69,336018107.18,50.00,50.00,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
564.00,5.00,14188975.04,-399064.76,146234114.91,175008390.96,321242505.87,54.48,54.10,9923276.12,-6314259.61,152572515.21,183179576.47,335752091.68,50.00,50.00,21506603.30,7411265.12,154838601.80,184528171.10,97.00,93.00
565.00,5.00,13525956.31,-1184700.86,146104406.25,174931198.68,321035604.93,54.48,54.10,10508292.65,-5621051.29,152686964.03,183247687.31,335934651.34,50.00,50.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
566.00,5.00,15959147.49,1698479.87,146580419.90,175214484.17,321794904.07,54.48,54.10,12330201.25,-3462202.52,153043390.35,183459803.92,336503194.27,50.00,50.00,23395370.94,9649337.70,155208107.98,184748071.81,97.00,93.00
567.00,5.00,14149973.94,-445278.65,146226484.99,175003850.24,321230335.23,54.48,54.10,10591866.44,-5522021.53,152703313.86,183257417.43,335960731.29,50.00,50.00,20988445.81,6797280.61,154737232.85,184467844.36,97.00,93.00
568.00,5.00,11487551.80,-3600083.86,145705626.08,174693876.42,320399502.50,54.48,54.10,8485806.95,-8017571.48,152291298.12,183012218.40,335303516.52,50.00,50.00,18314084.56,3628328.29,154214038.25,184156480.52,97.00,93.00
569.00,5.00,12554112.54,-2336275.49,145914281.07,174818051.28,320732332.35,54.48,54.10,9037393.96,-7363975.07,152399207.00,183076437.20,335475644.20,50.00,50.00,19300255.27,4796879.46,154406966.26,184271295.93,97.00,93.00
570.00,5.00,13452729.76,-1271469.79,146090080.68,174922673.24,321012753.92,54.48,54.10,10842587.80,-5224932.25,152752363.35,183286607.79,336038971.14,50.00,50.00,20553862.11,6282325.86,154652213.73,184417247.73,97.00,93.00
571.00,5.00,13458301.34,-1264867.81,146091170.67,174923321.91,321014492.58,54.48,54.10,10558436.92,-5561633.44,152696773.93,183253525.38,335950299.31,50.00,50.00,20119278.40,5767371.11,154567194.60,184366651.11,97.00,93.00
572.00,5.00,13576100.59,-1125283.00,146114216.15,174937036.75,321051252.90,54.48,54.10,10056994.18,-6155812.00,152598674.94,183195144.66,335793819.60,50.00,50.00,20453573.56,6163490.15,154632593.93,184405571.59,97.00,93.00
573.00,5.00,13848312.36,-802728.93,146167469.88,174968729.14,321136199.02,54.48,54.10,11293886.26,-4690171.55,152840652.44,183339150.44,336179802.88,50.00,50.00,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
574.00,5.00,13522772.55,-1188473.42,146103783.40,174930828.01,321034611.41,54.48,54.10,10742299.26,-5343767.96,152732743.55,183274931.64,336007675.19,50.00,50.00,20202852.19,5866400.87,154583544.44,184376381.23,97.00,93.00
575.00,5.00,13162211.34,-1615716.10,146033245.56,174888849.49,320922095.05,54.48,54.10,10056994.18,-6155812.00,152598674.94,183195144.66,335793819.60,50.00,50.00,19952130.83,5569311.59,154534494.94,184347190.87,97.00,93.00
576.00,5.00,14456411.17,-82169.53,146286434.37,175039527.35,321325961.72,54.48,54.10,11845473.27,-4036575.13,152948561.33,183403369.23,336351930.56,50.00,50.00,21356170.48,7233011.56,154809172.10,184510656.88,97.00,93.00
577.00,5.00,15302496.29,920388.90,146451956.95,175138033.23,321589990.18,54.48,54.10,11778614.24,-4115798.94,152935481.46,183395585.13,336331066.59,50.00,50.00,22191908.38,8223309.16,154972670.42,184607958.08,97.00,93.00
578.00,5.00,12499988.56,-2400409.05,145903692.61,174811749.87,320715442.48,54.48,54.10,8853531.62,-7581840.54,152363237.37,183055030.93,335418268.30,50.00,50.00,19634550.43,5192998.50,154472365.58,184310216.41,97.00,93.00
579.00,5.00,12493621.03,-2407954.18,145902446.91,174811008.53,320713455.44,54.48,54.10,9003964.44,-7403586.97,152392667.07,183072545.15,335465212.22,50.00,50.00,20286425.98,5965430.63,154599894.27,184386111.35,97.00,93.00
580.00,5.00,10864330.11,-4338562.93,145583703.06,174621317.52,320205020.58,54.48,54.10,8168226.55,-8393884.57,152229168.76,182975243.95,335204412.71,50.00,50.00,16809756.35,1845792.61,153919741.29,183981338.36,97.00,93.00
581.00,5.00,14368857.67,-185914.99,146269305.97,175029333.89,321298639.86,54.48,54.10,11126738.69,-4888231.07,152807952.78,183319690.20,336127642.98,50.00,50.00,21690465.64,7629130.60,154874571.43,184549577.36,97.00,93.00
582.00,5.00,12522274.90,-2374001.12,145908052.56,174814344.57,320722397.13,54.48,54.10,9003964.44,-7403586.97,152392667.07,183072545.15,335465212.22,50.00,50.00,20135993.16,5787177.06,154570464.57,184368597.13,97.00,93.00
583.00,5.00,14040930.04,-574488.91,146205152.35,174991154.75,321196307.10,54.48,54.10,11143453.44,-4868425.12,152811222.74,183321636.22,336132858.96,50.00,50.00,20670865.41,6420967.52,154675103.49,184430869.90,97.00,93.00
584.00,5.00,11883134.40,-3131343.00,145783015.28,174739932.32,320522947.60,54.48,54.10,9388403.87,-6948050.08,152467876.29,183117303.70,335585179.99,50.00,50.00,19166537.21,4638431.84,154380806.53,184255727.74,97.00,93.00
585.00,5.00,12141815.18,-2824822.31,145833621.90,174770049.36,320603671.26,54.48,54.10,9455262.90,-6868826.27,152480956.16,183125087.80,335606043.96,50.00,50.00,19133107.69,4598819.94,154374266.60,184251835.69,97.00,93.00
586.00,5.00,12509539.85,-2389091.37,145905561.16,174812861.89,320718423.05,54.48,54.10,9705984.27,-6571736.99,152530005.65,183154278.16,335684283.81,50.00,50.00,19216681.48,4697849.70,154390616.43,184261565.81,97.00,93.00
587.00,5.00,13152660.05,-1627033.79,146031377.00,174887737.48,320919114.48,54.48,54.10,9756128.54,-6512319.13,152539815.55,183160116.23,335699931.78,50.00,50.00,20002275.10,5628729.44,154544304.84,184353028.94,97.00,93.00
588.00,5.00,13176538.28,-1598739.57,146036048.38,174890517.51,320926565.89,54.48,54.10,9956705.64,-6274647.71,152579055.14,183183468.52,335762523.66,50.00,50.00,20386714.53,6084266.34,154619514.06,184397787.49,97.00,93.00
589.00,5.00,13510037.50,-1203563.67,146101292.00,174929345.32,321030637.32,54.48,54.10,9689269.51,-6591542.94,152526735.68,183152332.13,335679067.81,50.00,50.00,20620721.14,6361549.67,154665293.59,184425031.83,97.00,93.00
590.00,5.00,13907211.98,-732936.52,146178992.62,174975586.56,321154579.18,54.48,54.10,10474863.13,-5660663.20,152680424.10,183243795.26,335924219.36,50.00,50.00,21322740.97,7193399.65,154802632.17,184506764.84,97.00,93.00
591.00,5.00,12557296.30,-2332502.93,145914903.92,174818421.95,320733325.87,54.48,54.10,9254685.81,-7106497.69,152441716.56,183101735.51,335543452.07,50.00,50.00,19567691.40,5113774.69,154459285.72,184302432.32,97.00,93.00
592.00,5.00,13824434.13,-831023.14,146162798.50,174965949.11,321128747.61,54.48,54.10,11143453.44,-4868425.12,152811222.74,183321636.22,336132858.96,50.00,50.00,21021875.33,6836892.52,154743772.78,184471736.40,97.00,93.00
593.00,5.00,13205988.09,-1563843.37,146041809.75,174893946.22,320935755.97,54.48,54.10,9990135.15,-6235035.80,152585595.07,183187360.56,335772955.63,50.00,50.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
594.00,5.00,13696287.66,-982868.77,146137728.76,174951029.59,321088758.35,54.48,54.10,10408004.10,-5739887.00,152667344.23,183236011.16,335903355.39,50.00,50.00,21306026.21,7173593.70,154799362.21,184504818.81,97.00,93.00
595.00,5.00,11228871.02,-3906604.55,145655019.46,174663759.38,320318778.84,54.48,54.10,7265629.63,-9463405.98,152052590.58,182870158.65,334922749.23,50.00,50.00,18798812.53,4202700.90,154308867.27,184212915.21,97.00,93.00
596.00,5.00,12346371.97,-2582435.18,145873640.06,174793864.98,320667505.04,54.48,54.10,9120967.75,-7264945.31,152415556.83,183086167.32,335501724.15,50.00,50.00,19116392.93,4579013.99,154370996.63,184249889.67,97.00,93.00
597.00,5.00,14391144.02,-159507.06,146273665.93,175031928.59,321305594.52,54.48,54.10,10959591.11,-5086290.59,152775253.12,183300229.96,336075483.08,50.00,50.00,21857613.22,7827190.12,154907271.09,184569037.60,97.00,93.00
598.00,5.00,12464967.16,-2441907.24,145896841.25,174807672.49,320704513.74,54.48,54.10,9421833.39,-6908438.17,152474416.22,183121195.75,335595611.97,50.00,50.00,18531376.41,3885805.67,154256547.81,184181778.83,97.00,93.00
599.00,5.00,13176538.28,-1598739.57,146036048.38,174890517.51,320926565.89,54.48,54.10,9421833.39,-6908438.17,152474416.22,183121195.75,335595611.97,50.00,50.00,20470288.32,6183296.10,154635863.89,184407517.61,97.00,93.00
600.00,5.00,13557793.95,-1146975.23,146110634.76,174934905.39,321045540.15,54.48,54.10,10040279.43,-6175617.95,152595404.97,183193198.64,335788603.61,50.00,50.00,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
601.00,6.00,14251058.43,-325499.80,146246260.50,175015619.05,321261879.55,54.95,54.57,11377460.05,-4591141.79,152857002.27,183348880.56,336205882.83,50.00,50.00,19500832.36,5034550.88,154446205.85,184294648.22,97.00,93.00
602.00,6.00,16587144.82,2442617.78,146703277.21,175287599.07,321990876.28,55.43,55.05,13165939.14,-2471904.92,153206888.66,183557105.12,336763993.78,50.00,50.00,20604006.38,6341743.72,154662023.62,184423085.80,97.00,93.00
603.00,6.00,16302198.00,2104973.46,146647532.07,175254424.00,321901956.07,55.90,55.05,13567093.33,-1996562.08,153285367.85,183603809.70,336889177.55,50.00,50.00,20587291.62,6321937.76,154658753.66,184421139.78,97.00,93.00
604.00,6.00,17258122.96,3237685.28,146834542.99,175365718.04,322200261.03,55.43,54.57,13684096.64,-1857920.41,153308257.61,183617431.87,336925689.48,50.00,50.00,22208623.13,8243115.11,154975940.38,184609904.11,97.00,93.00
605.00,6.00,17580479.00,3619657.21,146897606.63,175403248.50,322300855.13,56.38,54.57,14553264.04,-828010.91,153478295.85,183718625.12,337196920.97,50.00,50.00,21657036.13,7589518.69,154868031.50,184545685.32,97.00,93.00
606.00,6.00,16182806.87,1963502.37,146624175.17,175240523.83,321864699.00,55.90,54.57,12413775.04,-3363172.76,153059740.18,183469534.04,336529274.22,50.00,50.00,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
607.00,6.00,14828911.48,359220.26,146359307.90,175082895.88,321442203.78,54.95,55.05,11979191.34,-3878127.52,152974721.06,183418937.42,336393658.48,50.00,50.00,20002275.10,5628729.44,154544304.84,184353028.94,97.00,93.00
608.00,6.00,17422882.71,3432915.38,146866775.52,175384900.27,322251675.79,56.86,54.57,14971132.99,-332862.11,153560045.01,183767275.72,337327320.73,50.00,50.00,20871442.51,6658638.95,154714343.08,184454222.19,97.00,93.00
609.00,6.00,17366370.91,3365952.40,146855719.92,175378320.86,322234040.78,55.90,54.57,14269113.16,-1164712.09,153422706.43,183685542.71,337108249.14,50.00,50.00,21840898.46,7807384.16,154904001.12,184567091.58,97.00,93.00
