run,condition,avg_dc,avg_ic,avg_total_dc,avg_total_ic,avg_total_c,avg_perc_junk1,avg_perc_junk2,final_dc,final_ic,final_total_dc,final_total_ic,final_total_c,final_perc_junk1,final_perc_junk2,init_dc,init_ic,init_total_dc,init_total_ic,init_perc_junk1,init_perc_junk2
1054.00,10.00,23242006.26,10328216.10,148005190.90,176062394.63,324067585.53,62.82,62.55,35028842.40,23434280.29,157484004.47,186102504.52,343586508.99,61.57,61.64,22225337.89,8262921.06,154979210.35,184611850.13,97.00,93.00
1055.00,10.00,21915968.81,8756943.91,147745773.58,175908010.06,323653783.64,62.74,62.46,33524514.19,21651744.61,157189707.51,185927362.36,343117069.87,61.48,61.56,21138878.63,6975534.18,154766662.54,184485358.57,97.00,93.00
1056.00,10.00,22251059.91,9154006.09,147811328.62,175947023.21,323758351.83,62.75,62.47,34376966.84,22661848.16,157356475.79,186026609.58,343383085.37,61.48,61.59,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
1057.00,10.00,22212854.74,9108735.34,147803854.41,175942575.15,323746429.56,62.78,62.55,34376966.84,22661848.16,157356475.79,186026609.58,343383085.37,61.54,61.62,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
1058.00,10.00,21607939.70,8391948.51,147685512.77,175872147.62,323557660.39,62.71,62.52,33524514.19,21651744.61,157189707.51,185927362.36,343117069.87,61.47,61.60,20052419.37,5688147.30,154554114.74,184358867.01,97.00,93.00
1059.00,10.00,22157934.83,9043658.64,147793110.23,175936181.07,323729291.30,62.83,62.66,34477255.39,22780683.88,157376095.59,186038285.72,343414381.31,61.56,61.74,20737724.44,6500191.33,154688183.35,184438654.00,97.00,93.00
1060.00,10.00,23167187.82,10239560.88,147990553.91,176053683.85,324044237.76,62.76,62.72,35145845.70,23572921.96,157506894.24,186116126.68,343623020.92,61.49,61.80,21891042.74,7866802.02,154913811.02,184572929.65,97.00,93.00
1061.00,10.00,22591722.59,9557670.25,147877973.64,175986685.03,323864658.67,62.85,62.49,34694547.24,23038161.25,157418605.15,186063584.04,343482189.19,61.60,61.61,21072019.60,6896310.37,154753582.68,184477574.48,97.00,93.00
1062.00,10.00,21507651.15,8273112.79,147665892.98,175860471.47,323526364.45,62.78,62.56,33842094.59,22028057.70,157251836.87,185964336.81,343216173.68,61.54,61.66,19751553.73,5331640.16,154495255.35,184323838.58,97.00,93.00
1063.00,10.00,21811700.56,8633392.49,147725375.22,175895870.58,323621245.80,62.77,62.49,33791950.32,21968639.84,157242026.97,185958498.74,343200525.71,61.51,61.59,20369999.77,6064460.39,154616244.10,184395841.47,97.00,93.00
1064.00,10.00,22915670.52,9941528.46,147941348.70,176024400.83,323965749.53,62.74,62.64,35062271.91,23473892.20,157490544.40,186106396.56,343596940.96,61.47,61.73,21840898.46,7807384.16,154904001.12,184567091.58,97.00,93.00
1065.00,10.00,22842443.96,9854759.53,147927023.14,176015875.39,323942898.53,62.75,62.62,34945268.61,23335250.53,157467654.64,186092774.40,343560429.04,61.50,61.69,20737724.44,6500191.33,154688183.35,184438654.00,97.00,93.00
1066.00,10.00,22637887.16,9612372.40,147887004.98,175992059.76,323879064.74,62.80,62.48,34176389.75,22424176.74,157317236.20,186003257.29,343320493.49,61.55,61.58,21757324.67,7708354.40,154887651.29,184557361.46,97.00,93.00
1067.00,10.00,23269864.19,10361226.02,148010640.84,176065638.00,324076278.84,62.81,62.64,35630573.68,24147294.56,157601723.26,186172561.38,343774284.64,61.51,61.72,22074905.07,8084667.49,154949780.65,184594335.92,97.00,93.00
1068.00,10.00,25445170.53,12938829.20,148436203.59,176318899.13,324755102.72,62.71,62.58,37051328.10,25830800.48,157879670.39,186337973.42,344217643.81,61.45,61.67,25183850.03,11768574.56,155557994.37,184956296.38,97.00,93.00
1069.00,10.00,20411640.60,6974408.23,147451476.62,175732867.90,323184344.52,62.74,62.57,33307222.34,21394267.24,157147197.95,185902064.04,343049261.99,61.49,61.67,18999389.63,4440372.32,154348106.87,184236267.50,97.00,93.00
1070.00,10.00,21073863.39,7759101.18,147581029.57,175809967.52,323390997.09,62.66,62.53,32805779.60,20800088.68,157049098.97,185843683.32,342892782.29,61.43,61.61,19751553.73,5331640.16,154495255.35,184323838.58,97.00,93.00
1071.00,10.00,21477405.40,8237273.45,147659975.89,175856950.10,323516925.99,62.79,62.43,33307222.34,21394267.24,157147197.95,185902064.04,343049261.99,61.54,61.49,20069134.13,5707953.25,154557384.71,184360813.04,97.00,93.00
1072.00,10.00,21798169.56,8617359.10,147722728.10,175894295.22,323617023.32,62.72,62.69,33440940.40,21552714.85,157173357.68,185917632.24,343090989.92,61.45,61.81,19952130.83,5569311.59,154534494.94,184347190.87,97.00,93.00
1073.00,10.00,22756482.35,9752900.35,147910206.17,176005867.27,323916073.44,62.63,62.65,34694547.24,23038161.25,157418605.15,186063584.04,343482189.19,61.38,61.74,21807468.95,7767772.26,154897461.19,184563199.53,97.00,93.00
1074.00,10.00,21724147.06,8529647.03,147708246.82,175885677.12,323593923.94,62.73,62.64,34727976.76,23077773.16,157425145.08,186067476.08,343492621.16,61.49,61.71,19784983.25,5371252.07,154501795.28,184327730.63,97.00,93.00
1075.00,10.00,23117043.55,10180143.03,147980744.01,176047845.78,324028589.79,62.73,62.50,35028842.40,23434280.29,157484004.47,186102504.52,343586508.99,61.49,61.61,21523318.06,7431071.08,154841871.77,184530117.12,97.00,93.00
1076.00,10.00,21576898.01,8355166.02,147679439.98,175868533.57,323547973.55,62.78,62.67,33942383.14,22146893.41,157271456.67,185976012.96,343247469.63,61.54,61.75,19601120.91,5153386.60,154465825.65,184306324.36,97.00,93.00
1077.00,10.00,20078937.33,6580175.47,147386388.72,175694132.75,323080521.47,62.81,62.52,32237477.84,20126686.31,156937920.11,185777518.51,342715438.62,61.57,61.64,18397658.35,3727358.05,154230388.08,184166210.64,97.00,93.00
1078.00,10.00,23177535.05,10251821.71,147992578.17,176054888.54,324047466.71,62.85,62.51,34794835.79,23156996.96,157438224.95,186075260.18,343513485.13,61.58,61.60,21690465.64,7629130.60,154874571.43,184549577.36,97.00,93.00
1079.00,10.00,22185792.76,9076668.56,147798560.18,175939424.45,323737984.63,62.69,62.49,33674947.01,21829998.18,157219137.21,185944876.57,343164013.78,61.43,61.56,20687580.17,6440773.48,154678373.46,184432815.92,97.00,93.00
1080.00,10.00,24088887.33,11331717.67,148170869.19,176160993.18,324331862.37,62.79,62.50,36483026.33,25157398.12,157768491.53,186271808.60,344040300.13,61.55,61.59,22425914.99,8500592.48,155018449.94,184635202.42,97.00,93.00
1081.00,10.00,21587245.24,8367426.85,147681464.24,175869738.25,323551202.49,62.76,62.57,33741806.04,21909221.99,157232217.07,185952660.67,343184877.74,61.50,61.65,19885271.79,5490087.78,154521415.08,184339406.77,97.00,93.00
1082.00,10.00,23693304.73,10862976.80,148093479.99,176114937.28,324208417.27,62.78,62.48,35346422.80,23810593.38,157546133.83,186139478.97,343685612.80,61.53,61.57,22141764.10,8163891.30,154962860.52,184602120.01,97.00,93.00
1083.00,10.00,21756780.64,8568315.79,147714631.04,175889476.50,323604107.54,62.69,62.60,33708376.53,21869610.08,157225677.14,185948768.62,343174445.76,61.46,61.69,20186137.44,5846594.92,154580274.47,184374435.20,97.00,93.00
1084.00,10.00,22952283.79,9984912.93,147948511.49,176028663.55,323977175.04,62.81,62.46,34694547.24,23038161.25,157418605.15,186063584.04,343482189.19,61.57,61.54,21372885.24,7252817.51,154812442.07,184512602.91,97.00,93.00
1085.00,10.00,22219222.27,9116280.46,147805100.11,175943316.49,323748416.60,62.72,62.64,34226534.02,22483594.60,157327046.09,186009095.36,343336141.45,61.48,61.77,21138878.63,6975534.18,154766662.54,184485358.57,97.00,93.00
1086.00,10.00,22108586.49,8985183.92,147783456.05,175930435.67,323713891.72,62.77,62.58,33959097.90,22166699.36,157274726.63,185977958.98,343252685.61,61.52,61.67,20754439.20,6519997.28,154691453.32,184440600.02,97.00,93.00
1087.00,10.00,21798169.56,8617359.10,147722728.10,175894295.22,323617023.32,62.70,62.49,34560829.18,22879713.64,157392445.42,186048015.84,343440461.26,61.46,61.54,20085848.89,5727759.20,154560654.67,184362759.06,97.00,93.00
1088.00,10.00,21140722.42,7838324.99,147594109.43,175817751.61,323411861.04,62.79,62.53,32404625.42,20324745.83,156970619.78,185796978.75,342767598.53,61.55,61.59,20537147.35,6262519.91,154648943.76,184415301.71,97.00,93.00
1089.00,10.00,21759964.40,8572088.35,147715253.89,175889847.17,323605101.06,62.84,62.60,34544114.42,22859907.68,157389175.45,186046069.82,343435245.27,61.61,61.68,19216681.48,4697849.70,154390616.43,184261565.81,97.00,93.00
1090.00,10.00,21842742.25,8670174.97,147731448.01,175899484.62,323630932.63,62.71,62.55,34042671.68,22265729.12,157291076.47,185987689.10,343278765.57,61.47,61.63,20169422.68,5826788.96,154577004.50,184372489.18,97.00,93.00
1091.00,10.00,22559089.01,9519001.49,147871589.42,175982885.65,323854475.07,62.67,62.60,34209819.26,22463788.64,157323776.13,186007149.34,343330925.47,61.41,61.69,21707180.40,7648936.55,154877841.40,184551523.39,97.00,93.00
1092.00,10.00,20999044.95,7670445.97,147566392.58,175801256.74,323367649.32,62.73,62.54,33591373.22,21730968.42,157202787.38,185935146.45,343137933.83,61.50,61.63,18815527.29,4222506.85,154312137.24,184214861.24,97.00,93.00
1093.00,10.00,21360402.10,8098631.79,147637086.13,175843327.93,323480414.06,62.79,62.62,33407510.89,21513102.95,157166817.75,185913740.19,343080557.94,61.53,61.69,20687580.17,6440773.48,154678373.46,184432815.92,97.00,93.00
1094.00,10.00,21923132.28,8765432.17,147747174.99,175908844.07,323656019.06,62.72,62.65,33875524.11,22067669.60,157258376.80,185968228.86,343226605.66,61.49,61.75,19417258.57,4935521.12,154429856.02,184284918.10,97.00,93.00
1095.00,10.00,22388757.67,9317169.41,147838266.91,175963054.74,323801321.65,62.70,62.65,33775235.56,21948833.89,157238757.01,185956552.72,343195309.73,61.45,61.77,22058190.31,8064861.54,154946510.69,184592389.89,97.00,93.00
1096.00,10.00,22108586.49,8985183.92,147783456.05,175930435.67,323713891.72,62.78,62.50,34527399.66,22840101.73,157385905.49,186044123.80,343430029.29,61.57,61.60,21088734.36,6916116.32,154756852.64,184479520.50,97.00,93.00
1097.00,10.00,21610327.52,8394777.93,147685979.91,175872425.62,323558405.53,62.80,62.51,34126245.47,22364758.88,157307426.30,185997419.22,343304845.52,61.55,61.58,19718124.22,5292028.26,154488715.41,184319946.53,97.00,93.00
1098.00,10.00,21713003.89,8516443.06,147706066.85,175884379.77,323590446.62,62.70,62.55,34326822.57,22602430.31,157346665.89,186020771.51,343367437.40,61.43,61.67,20420144.05,6123878.24,154626054.00,184401679.54,97.00,93.00
1099.00,10.00,21290359.30,8015635.42,147623383.42,175835173.16,323458556.58,62.70,62.59,33491084.68,21612132.71,157183167.58,185923470.31,343106637.89,61.44,61.65,19601120.91,5153386.60,154465825.65,184306324.36,97.00,93.00
1100.00,10.00,23113859.79,10176370.47,147980121.16,176047475.11,324027596.27,62.83,62.61,34727976.76,23077773.16,157425145.08,186067476.08,343492621.16,61.55,61.72,22208623.13,8243115.11,154975940.38,184609904.11,97.00,93.00
1101.00,11.00,21436812.42,8189173.28,147652034.55,175852224.04,323504258.59,62.80,62.57,33557943.71,21691356.52,157196247.45,185931254.40,343127501.85,61.55,61.67,20135993.16,5787177.06,154570464.57,184368597.13,97.00,93.00
1102.00,11.00,20904327.99,7558212.24,147547862.77,175790229.27,323338092.04,62.68,62.63,33173504.28,21235819.62,157121038.22,185886495.85,343007534.07,61.43,61.72,19166537.21,4638431.84,154380806.53,184255727.74,97.00,93.00
1103.00,11.00,21404974.78,8151447.66,147645806.04,175848517.32,323494323.36,62.78,62.40,32872638.64,20879312.48,157062178.83,185851467.42,342913646.25,61.52,61.51,20386714.53,6084266.34,154619514.06,184397787.49,97.00,93.00
1104.00,11.00,23503074.86,10637566.21,148056264.66,176092789.67,324149054.33,62.72,62.65,36081872.14,24682055.27,157690012.34,186225104.03,343915116.37,61.47,61.74,21473173.79,7371653.22,154832061.87,184524279.05,97.00,93.00
1105.00,11.00,21199622.04,7908117.39,147605632.17,175824609.03,323430241.20,62.73,62.58,34159674.99,22404370.79,157313966.23,186001311.27,343315277.50,61.47,61.64,19450688.09,4975133.03,154436395.96,184288810.15,97.00,93.00
1106.00,11.00,20745139.82,7369584.13,147516720.23,175771695.71,323288415.94,62.70,62.45,33825379.83,22008251.75,157248566.90,185962390.79,343210957.69,61.47,61.53,18564805.93,3925417.57,154263087.75,184185670.88,97.00,93.00
1107.00,11.00,21687533.78,8486262.56,147701084.04,175881414.40,323582498.44,62.66,62.63,34811550.55,23176802.92,157441494.91,186077206.20,343518701.11,61.39,61.71,19935416.07,5549505.64,154531224.98,184345244.84,97.00,93.00
1108.00,11.00,22903731.40,9927381.36,147939013.01,176023010.81,323962023.82,62.75,62.59,34794835.79,23156996.96,157438224.95,186075260.18,343513485.13,61.49,61.70,21356170.48,7233011.56,154809172.10,184510656.88,97.00,93.00
1109.00,11.00,22252651.79,9155892.37,147811640.04,175947208.54,323758848.58,62.62,62.59,34310107.81,22582624.36,157343395.93,186018825.48,343362221.41,61.39,61.68,20971731.05,6777474.66,154733962.88,184465898.33,97.00,93.00
1110.00,11.00,23453726.53,10579091.49,148046610.47,176087044.27,324133654.74,62.70,62.45,36132016.41,24741473.12,157699822.24,186230942.10,343930764.34,61.45,61.55,20838012.99,6619027.04,154707803.15,184450330.14,97.00,93.00
1111.00,11.00,21650124.56,8441934.96,147693765.55,175877059.01,323570824.56,62.68,62.49,33858809.35,22047863.65,157255106.84,185966282.84,343221389.68,61.45,61.59,19567691.40,5113774.69,154459285.72,184302432.32,97.00,93.00
1112.00,11.00,22585355.06,9550125.13,147876727.94,175985943.69,323862671.63,62.66,62.62,34343537.33,22622236.26,157349935.86,186022717.53,343372653.39,61.42,61.72,21423029.52,7312235.36,154822251.97,184518440.98,97.00,93.00
1113.00,11.00,21514814.62,8281601.06,147667294.39,175861305.48,323528599.87,62.79,62.53,34025956.93,22245923.17,157287806.50,185985743.08,343273549.58,61.53,61.63,19601120.91,5153386.60,154465825.65,184306324.36,97.00,93.00
1114.00,11.00,22459596.41,9401108.92,147852125.34,175971302.17,323823427.51,62.66,62.67,34259963.54,22523206.50,157333586.03,186012987.41,343346573.44,61.41,61.77,21372885.24,7252817.51,154812442.07,184512602.91,97.00,93.00
1115.00,11.00,21872988.00,8706014.32,147737365.10,175903006.00,323640371.10,62.74,62.63,33992527.41,22206311.27,157281266.57,185981851.03,343263117.60,61.47,61.73,20570576.87,6302131.81,154655483.69,184419193.76,97.00,93.00
1116.00,11.00,20848612.13,7492192.40,147536962.88,175783742.53,323320705.41,62.72,62.55,33908953.62,22107281.51,157264916.74,185972120.91,343237037.65,61.46,61.63,18715238.75,4103671.14,154292517.44,184203185.09,97.00,93.00
1117.00,11.00,23135350.19,10201835.26,147984325.40,176049977.14,324034302.54,62.74,62.52,35496855.62,23988846.95,157575563.53,186156993.19,343732556.72,61.49,61.60,21891042.74,7866802.02,154913811.02,184572929.65,97.00,93.00
1118.00,11.00,21244990.67,7961876.40,147614507.79,175829891.09,323444398.88,62.63,62.61,33608087.98,21750774.37,157206057.34,185937092.48,343143149.82,61.41,61.67,19918701.31,5529699.68,154527955.01,184343298.82,97.00,93.00
1119.00,11.00,23027102.23,10073568.14,147963148.48,176037374.32,324000522.80,62.80,62.54,34778121.03,23137191.01,157434954.98,186073314.16,343508269.14,61.56,61.59,21506603.30,7411265.12,154838601.80,184528171.10,97.00,93.00
1120.00,11.00,22303592.00,9216253.36,147821605.65,175953139.28,323774744.93,62.68,62.48,33959097.90,22166699.36,157274726.63,185977958.98,343252685.61,61.42,61.58,21272596.70,7133981.80,154792822.27,184500926.76,97.00,93.00
1121.00,11.00,20921838.69,7578961.33,147551288.45,175792267.96,323343556.41,62.74,62.48,33574658.47,21711162.47,157199517.41,185933200.43,343132717.84,61.49,61.56,19768268.49,5351446.12,154498525.31,184325784.60,97.00,93.00
1122.00,11.00,22100627.09,8975752.52,147781898.92,175929508.99,323711407.91,62.81,62.43,34811550.55,23176802.92,157441494.91,186077206.20,343518701.11,61.54,61.57,21824183.70,7787578.21,154900731.16,184565145.56,97.00,93.00
1123.00,11.00,21805333.03,8625847.37,147724129.52,175895129.23,323619258.75,62.74,62.63,33858809.35,22047863.65,157255106.84,185966282.84,343221389.68,61.50,61.72,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
1124.00,11.00,21926316.04,8769204.73,147747797.84,175909214.74,323657012.58,62.77,62.62,34092815.96,22325146.98,157300886.36,185993527.17,343294413.53,61.54,61.71,21239167.18,7094369.89,154786282.34,184497034.72,97.00,93.00
1125.00,11.00,21638981.39,8428730.99,147691585.57,175875761.66,323567347.23,62.75,62.61,33541228.95,21671550.56,157192977.48,185929308.38,343122285.86,61.53,61.66,20303140.74,5985236.58,154603164.23,184388057.37,97.00,93.00
1126.00,11.00,22061625.98,8929538.63,147774269.00,175924968.27,323699237.27,62.66,62.60,33791950.32,21968639.84,157242026.97,185958498.74,343200525.71,61.41,61.70,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
1127.00,11.00,21449547.47,8204263.53,147654525.95,175853706.72,323508232.67,62.86,62.42,33758520.80,21929027.94,157235487.04,185954606.69,343190093.73,61.62,61.52,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
1128.00,11.00,20554114.01,7143230.39,147479349.19,175749455.44,323228804.63,62.75,62.54,31869753.17,19690955.36,156865980.86,185734705.98,342600686.84,61.47,61.62,19751553.73,5331640.16,154495255.35,184323838.58,97.00,93.00
1129.00,11.00,21685145.96,8483433.14,147700616.90,175881136.39,323581753.29,62.86,62.55,33975812.65,22186505.32,157277996.60,185979905.00,343257901.60,61.62,61.62,20487003.08,6203102.05,154639133.86,184409463.64,97.00,93.00
1130.00,11.00,20527052.03,7111163.61,147474054.96,175746304.73,323220359.69,62.81,62.58,32254192.60,20146492.26,156941190.08,185779464.53,342720654.61,61.58,61.63,19450688.09,4975133.03,154436395.96,184288810.15,97.00,93.00
1131.00,11.00,22247080.20,9149290.38,147810550.05,175946559.87,323757109.92,62.74,62.52,33975812.65,22186505.32,157277996.60,185979905.00,343257901.60,61.48,61.64,21055304.84,6876504.42,154750312.71,184475628.45,97.00,93.00
1132.00,11.00,22563864.66,9524660.33,147872523.70,175983441.66,323855965.36,62.82,62.55,35129130.94,23553116.00,157503624.27,186114180.66,343617804.93,61.57,61.66,21055304.84,6876504.42,154750312.71,184475628.45,97.00,93.00
1133.00,11.00,22579783.48,9543523.14,147875637.95,175985295.01,323860932.96,62.71,62.54,34393681.60,22681654.12,157359745.76,186028555.60,343388301.36,61.42,61.65,21406314.76,7292429.41,154818982.00,184516494.96,97.00,93.00
1134.00,11.00,22926017.75,9953789.29,147943372.97,176025605.51,323968978.48,62.57,62.56,34711262.00,23057967.20,157421875.11,186065530.06,343487405.17,61.34,61.67,22091619.83,8104473.44,154953050.62,184596281.94,97.00,93.00
1135.00,11.00,23937658.57,11152520.96,148141283.78,176143386.29,324284670.07,63.00,62.53,36399452.54,25058368.36,157752141.70,186262078.48,344014220.18,61.72,61.67,22860498.69,9015547.24,155103469.06,184685799.04,97.00,93.00
1136.00,11.00,20382190.79,6939512.03,147445715.25,175729439.19,323175154.44,62.76,62.60,32187333.56,20067268.45,156928110.22,185771680.44,342699790.66,61.49,61.70,18782097.78,4182894.95,154305597.31,184210969.19,97.00,93.00
1137.00,11.00,21268868.90,7990170.62,147619179.17,175832671.13,323451850.30,62.78,62.51,32972927.18,20998148.20,157081798.63,185863143.56,342944942.19,61.52,61.63,20252996.47,5925818.72,154593354.33,184382219.30,97.00,93.00
1138.00,11.00,21611123.46,8395721.07,147686135.62,175872518.29,323558653.91,62.65,62.56,33206933.79,21275431.52,157127578.15,185890387.90,343017966.05,61.42,61.67,20553862.11,6282325.86,154652213.73,184417247.73,97.00,93.00
1139.00,11.00,22013073.59,8872007.06,147764770.53,175919315.53,323684086.06,62.80,62.53,34828265.30,23196608.87,157444764.88,186079152.23,343523917.11,61.55,61.62,20804583.48,6579415.14,154701263.22,184446438.09,97.00,93.00
1140.00,11.00,22879057.24,9898144.00,147934185.92,176020138.11,323954324.03,62.81,62.51,34928553.85,23315444.58,157464384.68,186090828.37,343555213.05,61.54,61.63,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
1141.00,11.00,23531728.73,10671519.27,148061870.31,176096125.71,324157996.02,62.78,62.57,35948154.08,24523607.65,157663852.61,186209535.84,343873388.45,61.50,61.67,22141764.10,8163891.30,154962860.52,184602120.01,97.00,93.00
1142.00,11.00,20749915.46,7375242.97,147517654.51,175772251.72,323289906.23,62.79,62.55,32153904.05,20027656.55,156921570.28,185767788.39,342689358.67,61.56,61.66,19734838.97,5311834.21,154491985.38,184321892.56,97.00,93.00
1143.00,11.00,22778768.69,9779308.29,147914566.12,176008461.96,323923028.08,62.79,62.58,34594258.69,22919325.54,157398985.35,186051907.89,343450893.24,61.56,61.66,21322740.97,7193399.65,154802632.17,184506764.84,97.00,93.00
1144.00,11.00,22450045.12,9389791.23,147850256.79,175970190.16,323820446.95,62.77,62.58,33942383.14,22146893.41,157271456.67,185976012.96,343247469.63,61.51,61.66,21172308.15,7015146.08,154773202.48,184489250.62,97.00,93.00
1145.00,11.00,22516904.15,9469015.04,147863336.65,175977974.25,323841310.90,62.76,62.47,33842094.59,22028057.70,157251836.87,185964336.81,343216173.68,61.53,61.53,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
1146.00,11.00,21550631.96,8324042.38,147674301.46,175865475.53,323539776.99,62.75,62.55,33524514.19,21651744.61,157189707.51,185927362.36,343117069.87,61.49,61.62,21155593.39,6995340.13,154769932.51,184487304.60,97.00,93.00
1147.00,11.00,23155248.71,10225413.78,147988218.22,176052293.84,324040512.06,62.73,62.43,36182160.69,24800890.98,157709632.14,186236780.17,343946412.31,61.48,61.53,21991331.28,7985637.73,154933430.82,184584605.80,97.00,93.00
1148.00,11.00,22838464.25,9850043.83,147926244.57,176015412.05,323941656.62,62.73,62.63,34995412.88,23394668.39,157477464.54,186098612.47,343576077.01,61.50,61.69,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
1149.00,11.00,19957158.38,6435874.96,147362564.68,175679954.58,323042519.26,62.68,62.57,31652461.31,19433477.99,156823471.30,185709407.67,342532878.97,61.42,61.69,19116392.93,4579013.99,154370996.63,184249889.67,97.00,93.00
1150.00,11.00,22064809.75,8933311.19,147774891.85,175925338.94,323700230.79,62.63,62.58,33725091.29,21889416.04,157228947.11,185950714.64,343179661.75,61.39,61.66,21005160.57,6817086.56,154740502.81,184469790.38,97.00,93.00
1151.00,11.00,22176241.47,9065350.87,147796691.63,175938312.43,323735004.06,62.69,62.66,33808665.08,21988445.80,157245296.94,185960444.76,343205741.70,61.43,61.75,21122163.87,6955728.23,154763392.58,184483412.55,97.00,93.00
1152.00,11.00,23085205.92,10142417.41,147974515.50,176044139.07,324018654.57,62.83,62.52,35546999.89,24048264.80,157585373.43,186162831.26,343748204.69,61.59,61.58,21088734.36,6916116.32,154756852.64,184479520.50,97.00,93.00
1153.00,11.00,24070580.69,11310025.43,148167287.80,176158861.82,324326149.62,62.78,62.52,35580429.41,24087876.71,157591913.36,186166723.31,343758636.67,61.54,61.59,22643206.84,8758069.86,155060959.50,184660500.73,97.00,93.00
1154.00,11.00,20822346.08,7461068.76,147531824.36,175780684.49,323312508.85,62.69,62.54,32254192.60,20146492.26,156941190.08,185779464.53,342720654.61,61.45,61.62,19417258.57,4935521.12,154429856.02,184284918.10,97.00,93.00
1155.00,11.00,23031877.88,10079226.99,147964082.75,176037930.33,324002013.08,62.80,62.43,34961983.37,23355056.48,157470924.61,186094720.42,343565645.03,61.57,61.50,21423029.52,7312235.36,154822251.97,184518440.98,97.00,93.00
1156.00,11.00,21307870.00,8036384.51,147626809.09,175837211.85,323464020.94,62.80,62.69,33975812.65,22186505.32,157277996.60,185979905.00,343257901.60,61.55,61.77,18899101.08,4321536.61,154328487.07,184224591.36,97.00,93.00
1157.00,11.00,22142016.01,9024795.83,147789995.98,175934327.72,323724323.70,62.77,62.60,34560829.18,22879713.64,157392445.42,186048015.84,343440461.26,61.52,61.72,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
1158.00,11.00,21752004.99,8562656.95,147713696.77,175888920.49,323602617.26,62.81,62.53,33942383.14,22146893.41,157271456.67,185976012.96,343247469.63,61.57,61.61,20436858.80,6143684.20,154629323.96,184403625.56,97.00,93.00
1159.00,11.00,21748025.29,8557941.25,147712918.20,175888457.15,323601375.35,62.68,62.63,34761406.27,23117385.06,157431685.01,186071368.13,343503053.14,61.40,61.75,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
1160.00,11.00,21100129.44,7790224.82,147586168.09,175813025.55,323399193.64,62.67,62.60,33574658.47,21711162.47,157199517.41,185933200.43,343132717.84,61.41,61.70,19901986.55,5509893.73,154524685.04,184341352.80,97.00,93.00
1161.00,11.00,22353736.28,9275671.22,147831415.55,175958977.35,323790392.90,62.66,62.55,33674947.01,21829998.18,157219137.21,185944876.57,343164013.78,61.42,61.64,21306026.21,7173593.70,154799362.21,184504818.81,97.00,93.00
1162.00,11.00,21245786.61,7962819.55,147614663.51,175829983.76,323444647.27,62.78,62.61,32872638.64,20879312.48,157062178.83,185851467.42,342913646.25,61.52,61.70,19901986.55,5509893.73,154524685.04,184341352.80,97.00,93.00
1163.00,11.00,22232753.27,9132313.85,147807747.23,175944891.85,323752639.08,62.65,62.63,33825379.83,22008251.75,157248566.90,185962390.79,343210957.69,61.42,61.73,20186137.44,5846594.92,154580274.47,184374435.20,97.00,93.00
1164.00,11.00,21102517.26,7793054.24,147586635.22,175813303.56,323399938.78,62.64,62.61,33674947.01,21829998.18,157219137.21,185944876.57,343164013.78,61.42,61.68,19250111.00,4737461.60,154397156.36,184265457.86,97.00,93.00
1165.00,11.00,22405472.43,9336975.36,147841536.88,175965000.76,323806537.64,62.65,62.45,34310107.81,22582624.36,157343395.93,186018825.48,343362221.41,61.42,61.55,20871442.51,6658638.95,154714343.08,184454222.19,97.00,93.00
1166.00,11.00,24221809.45,11489222.14,148196873.21,176176468.70,324373341.91,62.78,62.48,36549885.36,25236621.92,157781571.40,186279592.70,344061164.10,61.52,61.57,22743495.39,8876905.57,155080579.30,184672176.88,97.00,93.00
1167.00,11.00,21665247.44,8459854.63,147696724.09,175878819.70,323575543.79,62.80,62.47,33039786.21,21077372.00,157094878.49,185870927.66,342965806.15,61.54,61.57,21322740.97,7193399.65,154802632.17,184506764.84,97.00,93.00
1168.00,11.00,22727032.53,9718004.15,147904444.80,176002438.56,323906883.36,62.70,62.50,34259963.54,22523206.50,157333586.03,186012987.41,343346573.44,61.46,61.61,21122163.87,6955728.23,154763392.58,184483412.55,97.00,93.00
1169.00,11.00,22166690.18,9054033.19,147794823.07,175937200.42,323732023.49,62.71,62.54,34226534.02,22483594.60,157327046.09,186009095.36,343336141.45,61.46,61.64,20002275.10,5628729.44,154544304.84,184353028.94,97.00,93.00
1170.00,11.00,22204099.40,9098360.79,147802141.57,175941555.81,323743697.38,62.76,62.46,34025956.93,22245923.17,157287806.50,185985743.08,343273549.58,61.51,61.58,20787868.72,6559609.19,154697993.25,184444492.07,97.00,93.00
1171.00,11.00,20858163.42,7503510.09,147538831.43,175784854.54,323323685.97,62.78,62.55,33123360.00,21176401.76,157111228.32,185880657.78,342991886.10,61.51,61.65,19534261.88,5074162.79,154452745.79,184298540.27,97.00,93.00
